,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,service_charges_r12m,marketing_costs_r12m,real_estate_taxes_r12m,maintenance_works_r12m
3228,30,7383,376.163450412452,240.0,1669.0,14888.73,650284.45,558.96,24413.41,163776,7153129,293,Westfield Arkadia,Poland,6.0,77325.5,store_3,20/10/2004,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",16195776.0,150979.0,81.0,25346.0,0.0,17986.0,4137.0
3230,22,6678,2125.555766807179,840.0,4367.0,96130.33,1051963.17,3392.84,37128.11,1153564,12623558,340,Westfield Euralille,France,26.0,58389.7,store_468,21/09/1994,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,167792287.0,78001.0,936.0,17130.0,0.0,20213.0,203.0
3231,30,7378,373.41513169736606,180.0,1659.0,20263.64,650300.73,760.75,24414.02,222900,7153308,293,Westfield Arkadia,Poland,6.0,77325.5,store_708,20/10/2004,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,5794724.0,36166.0,193.0,62595.0,2406.0,13818.0,86774.0
3234,19,7022,310.0181381440267,180.0,425.0,3001.82,535139.09,112.7,20090.55,33020,5886530,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_324,16/08/2012,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,6922059.14,155914.0,319.0,18460.0,0.0,6934.0,1693.0
3241,26,6489,782.8070830534817,660.0,11351.0,72875.11,630394.44,2572.06,22249.22,655876,5673550,255,Westfield La Maquinista,Spain,64.0,73650.1,store_1421,03/05/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,760717.31,444666.0,487.08,18445.5,0.0,7247.0,12770.0
3242,26,6489,782.8070830534817,660.0,11351.0,3046.0,60315.0,1015.33,20105.0,3046,60315,3,Westfield La Maquinista,Spain,64.0,73650.1,store_1421,03/05/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,760717.31,444666.0,487.08,18445.5,0.0,7247.0,12770.0
3243,32,11009,817.360824742268,480.0,12173.0,1658.17,448160.83,62.57,16911.73,9949,2688965,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4347,02/05/2016,2099-01-01 00:00:00,Home,Furniture & Interior Design,General home furniture,600868.0,299784.0,185.28,16030.0,0.0,6959.5,8741.5
3246,17,4297,851.9292837715321,420.0,5658.0,7958.08,1015056.85,282.66,36053.93,103455,13195739,366,Westfield Rosny 2,France,15.0,98221.7,store_1335,01/03/1994,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Chocolate,1782463.0,78170.0,121.0,181910.0,0.0,20478.5,100070.0
3247,22,6700,369.8880388491704,120.0,4521.0,22840.55,847709.27,837.49,31082.67,251246,9324802,300,Westfield Euralille,France,26.0,58389.7,store_1920,16/03/2024,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,2340488.0,63508.0,155.0,33293.0,0.0,7033.0,2748.0
3249,14,5217,1546.8301264617894,840.0,4901.0,38726.75,278586.67,1591.51,11448.77,464721,3343040,292,Westfield La Part Dieu,France,17.0,141267.4,store_166,10/01/2017,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,385725.64,191719.0,277.0,17371.0,0.0,5190.0,1566.0
3250,28,5719,478.6706734052725,240.0,9779.0,11634.08,437103.31,413.23,15525.53,151243,5682343,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3535,12/11/2015,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,3441150.0,813403.0,288.0,24129.0,0.0,4377.0,19952.0
3251,23,5969,319.7513949505552,240.0,10073.0,14706.62,450454.15,522.37,15999.74,191186,5855904,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3477,01/01/2013,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,2332894.0,182844.0,239.0,4426.0,0.0,9972.0,2202.0
3252,13,7672,338.40050536955147,240.0,4.0,4144.1,288628.9,151.8,10572.49,41441,2886289,273,Westfield Donau Zentrum,Austria,0.0,108440.8,store_4,28/10/2010,2099-01-01 00:00:00,Services,Photo services,Photo Development,5536831.0,501842.0,59.0,338444.0,1309.0,414791.0,2351.0
3254,32,11422,713.3289238706263,360.0,12405.0,10761.83,1806392.0,406.11,68165.74,64571,10838352,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_1532,01/12/2023,2099-01-01 00:00:00,Gifts,Toys,Toys,2204340.0,1138845.0,104.46,39177.0,5541.0,6959.5,8741.5
3257,33,6820,605.3373865045398,300.0,2101.0,4125.27,683468.27,142.7,23641.98,45378,7518151,318,Westfield Mokotow,Poland,5.0,65330.2,store_1052,17/10/2018,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand Luxury,611006.77,196906.0,68.4,145242.0,0.0,12005.0,21867.5
3258,22,6708,1751.7581381261489,600.0,4509.0,106801.83,646376.0,3780.6,22880.57,1281622,7756512,339,Westfield Euralille,France,26.0,58389.7,store_287,03/12/2022,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,181030.0,255042.0,909.0,32399.0,0.0,17866.0,2748.0
3259,23,6005,423.5538128160149,300.0,10137.0,10618.38,244507.62,377.16,8684.7,138039,3178599,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3720,26/02/2015,2099-01-01 00:00:00,Home,Furniture & Interior Design,Home textile,354696.66,28295.0,292.0,6322.0,4265.0,9972.0,3310.0
3263,32,11512,1609.7115913555992,1020.0,12168.0,105618.67,616200.83,3985.61,23252.86,633712,3697205,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_2587,04/09/2014,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1642709.0,347734.0,2079.5,16030.0,0.0,6959.5,151714.0
3265,7,4875,420.03052001408616,240.0,5978.0,5239.67,464707.56,187.88,16662.82,47157,4182368,251,Westfield Vélizy 2,France,14.0,104280.1,store_106,29/04/2017,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",1290471.0,1282727.0,80.0,17371.0,2864.0,5669.0,21775.0
3267,13,7596,509.64070771522313,300.0,252.0,8261.4,1268775.3,298.25,45804.16,82614,12687753,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_60,23/03/2021,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,9434004.94,387914.0,251.0,16873.0,11927.0,787.0,2351.0
3268,16,1817,3081.473763970449,3000.0,5255.0,11705.23,620336.38,415.76,22033.81,152168,8064373,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1563,01/04/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,1185830.0,315569.0,314.0,17371.0,1502.0,48572.0,6289.0
3269,14,5000,722.1411146691613,360.0,4963.0,27724.54,589409.46,984.75,20935.31,360419,7662323,366,Westfield La Part Dieu,France,17.0,141267.4,store_145,28/11/2020,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2723212.0,48448.0,291.0,21130.0,0.0,12933.0,3610.0
3270,15,481,1449.0537745604963,1320.0,5601.0,2523.69,260849.54,90.38,9341.72,32808,3391044,363,Westfield Parly 2,France,12.0,108792.5,store_1335,09/02/2022,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Chocolate,10225035.0,109803.0,117.0,8725.0,2242.0,11600.0,6372.0
3271,22,6654,649.6480865637564,360.0,4399.0,3404.08,514064.75,119.79,18090.26,40849,6168777,341,Westfield Euralille,France,26.0,58389.7,store_513,10/07/2011,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1141000.0,2833700.0,233.0,17371.0,11871.0,43150.0,2748.0
3272,19,7193,1448.985067071627,1140.0,481.0,8548.27,373654.36,322.02,14076.02,94031,4110198,292,Westfield Shopping City Süd,Austria,1.0,120306.9,store_353,15/09/2014,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,316914.0,12356.0,220.0,16873.0,0.0,1725.0,1693.0
3275,26,6521,671.1314726821595,300.0,11268.0,10663.38,637665.62,378.75,22649.33,138624,8289653,366,Westfield La Maquinista,Spain,64.0,73650.1,store_1997,11/03/2021,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,2539550.0,182246.0,655.0,14763.0,0.0,93328.0,12770.0
3278,26,6565,652.7795173631548,240.0,11198.0,15688.77,973056.46,557.25,34562.11,203954,12649734,366,Westfield La Maquinista,Spain,64.0,73650.1,store_170,01/11/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,2446242.0,55734.0,207.49,29813.0,2124.0,12232.5,12770.0
3279,10,4584,613.5066597336106,180.0,1130.0,8160.62,782916.31,289.86,27808.5,106088,10177912,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_611,01/01/2008,2099-01-01 00:00:00,Gifts,Florists,Florists,0.0,133421.0,35.26,0.0,8561.0,10276.0,3841.0
3281,30,7330,639.3161956876837,360.0,1708.0,16119.27,1257110.91,605.16,47195.29,177312,13828220,293,Westfield Arkadia,Poland,6.0,77325.5,store_584,29/08/2014,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,2844086.0,2228225.0,258.5,386.0,0.0,13818.0,4137.0
3282,30,7456,371.13620807665984,180.0,1869.0,3847.91,316323.45,144.46,11875.62,42327,3479558,293,Westfield Arkadia,Poland,6.0,77325.5,store_978,13/04/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1520095.0,14471.0,176.0,27483.0,0.0,13818.0,1690.0
3283,30,7459,470.7357895646164,300.0,1903.0,14892.0,335674.44,551.56,12432.39,134028,3021070,243,Westfield Arkadia,Poland,6.0,77325.5,store_991,15/05/2024,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,17700087.0,150142.0,526.3,20312.5,4432.0,13818.0,4137.0
3284,33,6806,443.7961322971264,240.0,2160.0,5650.09,677144.82,195.44,23423.25,62151,7448593,318,Westfield Mokotow,Poland,5.0,65330.2,store_1021,25/10/2021,2099-01-01 00:00:00,Gifts,Florists,Florists,835877.0,112829.0,36.19,976738.0,0.0,12960.0,21867.5
3288,24,2276,2504.667967093546,2520.0,11052.0,5235.62,173147.62,185.96,6150.05,68063,2250919,366,Westfield Glòries,Spain,62.0,35087.8,store_4085,04/12/2020,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,586175.0,67161.0,184.0,42846.0,0.0,13474.0,8032.5
3290,23,5907,951.4531202894182,660.0,10112.0,4680.17,409636.67,180.01,15755.26,28081,2457820,156,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3714,29/08/2013,16/06/2024,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1863033.0,96183.0,0.0,-5673.0,0.0,9972.0,3310.0
3291,12,2921,1633.2063825052144,660.0,4698.0,138410.69,546426.85,5502.57,21723.39,1799339,7103549,327,Westfield Forum Des Halles,France,19.0,74438.4,store_689,29/09/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1087908.28,32993.0,999.0,17371.0,1950.0,2088.0,3221.0
3295,17,4420,479.32136292945,240.0,5709.0,8710.33,417640.67,450.53,21602.1,26131,1252922,58,Westfield Rosny 2,France,15.0,98221.7,store_1309,30/10/2010,26/02/2024,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,489492.08,109381.0,0.0,117669.0,6768.0,20478.5,154757.0
3296,17,4420,479.32136292945,240.0,5709.0,1713.0,349289.5,76.13,15523.98,3426,698579,45,Westfield Rosny 2,France,15.0,98221.7,store_1309,30/10/2010,26/02/2024,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,489492.08,109381.0,0.0,117669.0,6768.0,20478.5,154757.0
3298,17,4314,296.47039897039895,120.0,5859.0,6793.8,727015.2,311.64,33349.32,33969,3635076,109,Westfield Rosny 2,France,15.0,98221.7,store_1759,26/09/2024,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,716677.0,121689.0,98.0,2713.0,0.0,20478.5,58159.0
3299,17,4314,296.47039897039895,120.0,5651.0,6793.8,727015.2,311.64,33349.32,33969,3635076,109,Westfield Rosny 2,France,15.0,98221.7,store_1795,28/10/1993,09/10/2023,Health & Beauty,Optician,Optician & Sunglasses,110988.0,49752.0,0.0,35316.0,0.0,20478.5,366768.0
3300,25,6333,2941.6309701900973,2880.0,11364.0,8687.92,270602.69,308.59,9611.57,112943,3517835,366,Westfield Parquesur,Spain,61.0,91858.1,store_3843,01/01/2007,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,2465944.81,687958.0,1045.0,18445.5,8915.0,18402.0,33275.5
3303,33,6883,466.6895640686922,240.0,2223.0,3218.91,189018.27,111.35,6538.37,35408,2079201,318,Westfield Mokotow,Poland,5.0,65330.2,store_1079,31/10/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,277237.0,214231.0,139.0,28666.0,6797.0,12005.0,64203.0
3306,36,1087,290.9251439539348,180.0,7305.0,5091.5,1017204.75,209.96,41946.59,20366,4068819,97,Westfield CentrO,Germany,35.0,139180.0,store_69,23/11/2023,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,277172.0,152300.0,95.0,21528.0,0.0,10222.0,5966.0
3307,7,59,853.1438565806734,480.0,5982.0,12651.33,679116.89,455.45,24448.21,113862,6112052,250,Westfield Vélizy 2,France,14.0,104280.1,store_822,01/09/2017,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,4320000.0,688158.0,187.0,6237.0,4573.0,16095.0,21775.0
3308,18,11167,1404.346349745331,420.0,9361.0,397.75,461776.25,20.66,23988.38,1591,1847105,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3115,04/02/2021,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1680035.26,263344.0,90.0,107388.0,26294.0,34542.0,167000.0
3309,22,6664,750.0709398745153,480.0,4392.0,23742.17,1197193.08,835.5,42129.96,284906,14366317,341,Westfield Euralille,France,26.0,58389.7,store_367,17/09/2010,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,2195445.0,81856.0,1156.0,21172.0,0.0,17866.0,2748.0
3310,13,7629,1355.3250087524798,780.0,142.0,2374.5,354365.3,85.72,12792.97,23745,3543653,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_135,01/12/2015,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,7354509.0,652375.0,63.0,638.0,5242.0,177069.0,2351.0
3312,13,7685,305.48887410364455,180.0,293.0,30521.7,505139.4,1101.87,18236.08,305217,5051394,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_15,10/05/2022,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,564532.0,42268.0,458.56,198576.0,77986.0,13029.0,2351.0
3316,16,1659,398.13796090746655,180.0,5247.0,5590.92,394291.46,198.58,14004.89,72682,5125789,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_2049,10/11/2017,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,0.0,345391.0,177.0,37123.0,2360.0,1043460.0,188778.0
3318,13,7648,490.6589214496272,300.0,274.0,4595.88,802813.63,157.12,27446.62,36767,6422509,234,Westfield Donau Zentrum,Austria,0.0,108440.8,store_245,21/09/2021,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1166305.0,35707.0,157.0,16873.0,0.0,13029.0,2351.0
3319,17,4403,2987.327044025157,3120.0,5779.0,4096.38,110826.15,145.9,3947.23,53253,1440740,365,Westfield Rosny 2,France,15.0,98221.7,store_2140,01/07/2018,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Mediterranean and Oriental - Service to table restaurants,22524694.43,10320222.0,160.0,17371.0,0.0,20478.5,2278.0
3320,10,4607,697.9966812109368,420.0,1455.0,39389.69,486727.23,1399.09,17288.13,512066,6327454,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_783,26/05/2023,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1819013.12,98586.0,585.3,20595.0,0.0,10276.0,40809.0
3321,33,6807,341.9902204683881,180.0,2164.0,2284.91,669768.18,79.04,23168.08,25134,7367450,318,Westfield Mokotow,Poland,5.0,65330.2,store_1071,15/12/2021,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,62638551.0,109987.0,36.5,10807.0,4432.0,12005.0,21867.5
3322,18,11123,538.9863641352064,240.0,9314.0,71399.75,587655.25,3709.08,30527.55,285599,2350621,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_287,18/01/2021,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,1238476.0,1093475.0,697.0,20531.5,17199.0,10719.0,36945.0
3323,23,6092,456.5761553677396,180.0,10280.0,5857.38,720728.54,208.05,25599.65,76146,9369471,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_229,01/04/2022,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,773436.0,472463.0,82.0,21337.0,0.0,9972.0,3310.0
3324,30,7423,754.4444057041247,480.0,1764.0,27070.18,835631.55,1016.29,31371.83,297772,9191947,293,Westfield Arkadia,Poland,6.0,77325.5,store_90,24/06/2017,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,1795516.0,220197.0,203.5,5483.0,0.0,41029.0,4137.0
3325,33,6786,605.4007530930608,240.0,2100.0,5278.45,556951.55,182.59,19265.62,58063,6126467,318,Westfield Mokotow,Poland,5.0,65330.2,store_898,21/09/2018,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,12804443.0,225105.0,107.5,20312.5,0.0,27503.0,1547.0
3326,12,2923,603.6472986842899,240.0,4692.0,40350.23,587121.85,1445.05,21026.4,524553,7632584,363,Westfield Forum Des Halles,France,19.0,74438.4,store_1336,10/08/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,2543718.0,184272.0,481.0,150401.0,23906.0,9285.0,3221.0
3327,36,1290,1545.5462317922736,1500.0,7260.0,19853.0,893755.0,818.68,36855.88,79412,3575020,97,Westfield CentrO,Germany,35.0,139180.0,store_2615,29/07/2022,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,79090.0,53852.0,389.0,-5267.0,3083.0,40287.0,194.0
3329,26,6386,897.274775606693,360.0,11304.0,17312.46,364346.15,614.92,12941.26,225062,4736500,366,Westfield La Maquinista,Spain,64.0,73650.1,store_193,23/06/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,374744.0,768564.0,47.0,7765.0,5310.0,10362.0,10010.0
3331,10,4595,406.3128564872484,240.0,1131.0,8928.23,747799.38,317.12,26561.18,116067,9721392,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_39,01/09/2010,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,529163.0,232976.0,83.16,-3803.0,0.0,20744.0,3841.0
3335,17,4441,4591.458641093002,4620.0,5801.0,24636.08,225740.69,879.86,8062.17,320269,2934629,364,Westfield Rosny 2,France,15.0,98221.7,store_1375,10/12/2019,2099-01-01 00:00:00,Fitness,Gym,Gym,3073162.3,954538.0,2548.0,17912.0,0.0,20478.5,2278.0
3336,12,2859,316.2268361043838,240.0,4678.0,18760.46,456217.85,666.36,16204.46,243886,5930832,366,Westfield Forum Des Halles,France,19.0,74438.4,store_78,19/05/2021,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",1908479.84,1074000.0,91.5,1332303.0,0.0,10993.0,3221.0
3337,24,2228,852.5167301189434,480.0,11027.0,16337.46,962622.38,580.29,34191.51,212387,12514091,366,Westfield Glòries,Spain,62.0,35087.8,store_90,09/11/2017,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,6268572.0,71275.0,169.83,74990.0,21819.0,13474.0,8032.5
3339,25,6349,338.26324786324784,180.0,11517.0,3256.77,584941.08,115.68,20776.6,42338,7604234,366,Westfield Parquesur,Spain,61.0,91858.1,store_4188,25/08/2020,2099-01-01 00:00:00,Fitness,Microfitness,Microfitness,408922.0,196512.0,24.0,15033.0,31345.0,94238.0,33275.5
3340,10,4547,1276.272463002114,420.0,1469.0,2149.15,423845.85,76.34,15054.63,27939,5509996,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_790,11/12/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,4694025.0,860329.0,271.27,29100.0,0.0,10276.0,3841.0
3342,36,1142,623.3573551932259,540.0,7300.0,10502.75,435440.0,433.1,17956.29,42011,1741760,97,Westfield CentrO,Germany,35.0,139180.0,store_463,21/10/2023,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,340510.0,37027.0,105.0,185115.0,0.0,3251.0,68400.0
3344,33,6815,334.4630963047726,240.0,2222.0,18111.5,573186.25,689.96,21835.67,144892,4585490,210,Westfield Mokotow,Poland,5.0,65330.2,store_985,27/10/2023,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Grocery,Grocery,121421.0,267784.0,117.0,4086.0,2913.0,9174.0,105510.0
3347,13,7541,480.2450579970593,300.0,161.0,12077.2,214125.8,454.03,8049.84,120772,2141258,266,Westfield Donau Zentrum,Austria,0.0,108440.8,store_154,07/09/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,5684327.78,246389.0,247.0,16873.0,0.0,13029.0,41958.0
3348,10,4588,348.9243697478992,180.0,1384.0,3349.54,782842.69,118.97,27805.89,43544,10176955,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_532,14/05/2021,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,8337927.0,202122.0,121.0,4012.0,0.0,10276.0,60006.0
3349,14,5214,5562.811597551115,4020.0,5000.0,64157.67,617806.33,2673.24,25741.93,384946,3706838,144,Westfield La Part Dieu,France,17.0,141267.4,store_1593,09/06/2021,04/06/2024,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,1803358.0,717277.0,0.0,17371.0,0.0,12933.0,3610.0
3350,32,11668,284.82386126644565,180.0,12197.0,81214.33,1474132.0,3064.69,55627.62,487286,8844792,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4542,13/09/2011,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,866020.0,434750.0,603.28,9227.0,4032.0,6959.5,8741.5
3351,14,4996,688.4439248338989,300.0,4930.0,6254.62,1066008.15,222.16,37863.68,81310,13858106,366,Westfield La Part Dieu,France,17.0,141267.4,store_513,08/05/2019,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,445375.0,130560.0,211.0,153446.0,1301.0,1924.0,3610.0
3352,24,2316,281.1259513280992,180.0,10973.0,28356.38,300264.23,1007.19,10665.12,368633,3903435,366,Westfield Glòries,Spain,62.0,35087.8,store_4072,01/12/2016,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,978645.09,1754290.0,185.73,18445.5,3786.0,13474.0,8032.5
3354,26,6384,414.9390930494421,300.0,11287.0,2968.62,361177.23,105.44,12828.7,38592,4695304,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3968,29/07/2021,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,2546330.0,1007126.0,40.68,18445.5,552.0,12232.5,12770.0
3360,13,7555,432.86029736493447,240.0,270.0,2430.2,534996.0,87.73,19313.94,24302,5349960,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_242,09/09/2021,2099-01-01 00:00:00,Home,Furniture & Interior Design,Kitchen & bathroom,4121985.0,2751087.0,304.0,16873.0,0.0,100009.0,2351.0
3361,17,4405,3055.2590944778854,3180.0,5743.0,10662.54,226944.23,380.8,8105.15,138613,2950275,364,Westfield Rosny 2,France,15.0,98221.7,store_1464,21/01/2015,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,704299.75,253333.0,817.0,17371.0,0.0,20478.5,2278.0
3362,19,7227,475.892385679586,300.0,652.0,7225.55,238069.82,271.27,8937.77,79481,2618768,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_427,20/12/2021,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Tea breaks,569058.0,8160.0,71.0,9585.0,10607.0,20344.0,108208.0
3363,19,7184,281.10680978356504,120.0,630.0,2384.0,229069.2,101.88,9789.28,11920,1145346,117,Westfield Shopping City Süd,Austria,1.0,120306.9,store_312,23/06/2021,20/07/2024,Fashion apparel,Family Fashion,Family Fashion,97472.0,94304.0,0.0,18049.0,0.0,6934.0,1693.0
3364,19,7184,281.10680978356504,120.0,630.0,2322.0,274126.0,116.1,13706.3,6966,822378,60,Westfield Shopping City Süd,Austria,1.0,120306.9,store_312,23/06/2021,20/07/2024,Fashion apparel,Family Fashion,Family Fashion,97472.0,94304.0,0.0,18049.0,0.0,6934.0,1693.0
3365,18,11194,674.7286432160804,180.0,9360.0,2187.0,462612.5,113.61,24031.82,8748,1850450,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3293,28/01/2021,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,72337.0,190319.0,92.0,386.0,8920.0,944.0,140350.0
3367,12,2927,3830.880092514516,2820.0,4693.0,11312.54,418783.77,401.81,14874.83,147063,5444189,366,Westfield Forum Des Halles,France,19.0,74438.4,store_1446,13/08/2022,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Fish and seaproducts,43670886.0,446194.0,185.0,67515.0,7411.0,9285.0,3221.0
3368,18,11197,193.732871191359,120.0,9479.0,11079.0,471399.5,575.53,24488.29,44316,1885598,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_2628,08/11/2023,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,474599.0,432018.0,179.0,14417.0,13001.0,22456.5,36945.0
3370,12,2832,1085.3715951488025,600.0,4594.0,66507.08,411886.08,2362.27,14629.83,864592,5354519,366,Westfield Forum Des Halles,France,19.0,74438.4,store_1550,24/09/2014,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,542721.0,268011.0,928.0,3808.0,6618.0,8127.0,3083.0
3371,7,4844,2156.5013265659245,1320.0,6028.0,5989.11,625582.44,214.75,22431.24,53902,5630242,251,Westfield Vélizy 2,France,14.0,104280.1,store_2013,05/11/2019,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,886762.0,313700.0,172.0,44267.0,0.0,10991.0,49470.0
