,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
3143,24,2271,772.8272343969601,540.0,11018.0,87256.69,367418.54,3099.28,13050.39,1134337,4776441,366,Westfield Glòries,Spain,62.0,35087.8,store_3834,10/03/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1447336.0,45635.0,1217.28,,6945.0,38113.0,,55180.0,,
3144,7,4905,3430.7382250424525,1920.0,5999.0,8652.11,625395.67,310.24,22424.55,77869,5628561,251,Westfield Vélizy 2,France,14.0,104280.1,store_1400,20/03/2019,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,,,213.0,,7396.0,0.0,,,,
3145,15,573,962.0386550172094,240.0,5428.0,1976.69,353419.85,70.21,12553.16,25697,4594458,366,Westfield Parly 2,France,12.0,108792.5,store_1629,05/09/1997,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,606381.0,,57.0,,18890.0,0.0,357.0,,,296.0
3146,33,6953,3087.991089509923,3180.0,1952.0,12074.09,379665.73,417.66,13133.09,132815,4176323,318,Westfield Mokotow,Poland,5.0,65330.2,store_1008,10/11/2005,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,708507.0,5249649.0,294.0,,331.0,7716.0,,,,
3147,36,1126,2169.6275670031328,2340.0,7082.0,1578.0,695427.25,65.07,28677.41,6312,2781709,97,Westfield CentrO,Germany,35.0,139180.0,store_2556,09/10/2010,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",2255086.97,,32.0,,189.0,0.0,,33262.0,,2313.0
3148,14,5153,2362.129003727336,1800.0,4762.0,3082.08,629589.0,109.47,22362.45,40067,8184657,366,Westfield La Part Dieu,France,17.0,141267.4,store_1328,01/12/1990,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,254169.16,209953.0,130.0,-73263.0,61930.0,0.0,,1157.0,,
3149,17,4288,299.6810059283951,120.0,5751.0,18940.86,805893.71,659.63,28065.95,132586,5641256,201,Westfield Rosny 2,France,15.0,98221.7,store_673,04/01/2016,31/07/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,869215.0,125432.0,0.0,,28736.0,29419.0,,,,1299.0
3150,36,1093,607.6102941176471,360.0,7108.0,19368.5,758158.5,798.7,31264.27,77474,3032634,97,Westfield CentrO,Germany,35.0,139180.0,store_1338,18/11/2009,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,4642935.0,,104.0,,3886.0,0.0,,,,3693.0
3151,10,4615,498.5560886451908,300.0,1385.0,3810.23,888937.0,135.34,31574.27,49533,11556181,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_181,24/06/2021,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,548209.0,540153.0,215.4,,37463.0,22841.0,2694.0,,,
3152,33,6841,343.90259464057846,180.0,2082.0,7736.27,789017.18,267.61,27293.05,85099,8679189,318,Westfield Mokotow,Poland,5.0,65330.2,store_992,18/11/2017,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,276640.0,36893.0,33.7,-21730.0,,0.0,,,,
3153,28,5897,2494.798761085912,2640.0,9852.0,21224.0,388272.15,753.86,13791.09,275912,5047538,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_178,12/11/2015,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Italian - Fast Meal,451446.0,116269.0,906.0,,62109.0,0.0,,100090.0,,1199.0
3154,32,11377,366.7967698519515,180.0,12186.0,15216.17,1231123.17,574.19,46457.48,91297,7386739,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4540,13/09/2011,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,2210658.0,304239.0,182.61,,14485.0,0.0,,6886.0,,1006.0
3155,28,5691,771.186679092012,360.0,9978.0,10418.23,809588.69,370.05,28755.88,135437,10524653,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3659,15/05/2021,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,2529584.0,,95.0,,,0.0,,,,
3156,28,5768,1461.9072702331962,300.0,9951.0,8325.15,594490.92,295.7,21115.8,108227,7728382,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3647,27/11/2019,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,909588.0,246862.0,143.0,,5788.0,3104.0,,39518.0,,44302.0
3157,25,6238,2126.057465850212,1740.0,11587.0,21571.12,520140.63,858.55,20702.11,172569,4161125,201,Westfield Parquesur,Spain,61.0,91858.1,store_3907,26/06/2024,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,1150762.0,,393.0,,10296.0,0.0,,162001.0,,453057.0
3158,25,6238,2126.057465850212,1740.0,11587.0,6390.0,451947.0,336.32,23786.68,6390,451947,19,Westfield Parquesur,Spain,61.0,91858.1,store_3907,26/06/2024,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,1150762.0,,393.0,,10296.0,0.0,,162001.0,,453057.0
3159,25,6238,2126.057465850212,1740.0,11546.0,21571.12,520140.63,858.55,20702.11,172569,4161125,201,Westfield Parquesur,Spain,61.0,91858.1,store_4193,17/03/2022,31/01/2024,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,,462436.0,0.0,,284341.0,0.0,,,,
3160,25,6238,2126.057465850212,1740.0,11546.0,6390.0,451947.0,336.32,23786.68,6390,451947,19,Westfield Parquesur,Spain,61.0,91858.1,store_4193,17/03/2022,31/01/2024,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,,462436.0,0.0,,284341.0,0.0,,,,
3161,13,7659,279.1031409168082,180.0,321.0,7745.9,344209.8,281.67,12516.72,77459,3442098,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_275,29/04/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,906839.0,54755.0,282.27,,22579.0,24771.0,,,,22999.0
3162,30,7437,253.9960285013433,120.0,1852.0,9948.91,528037.91,373.51,19823.95,109438,5808417,293,Westfield Arkadia,Poland,6.0,77325.5,store_971,08/11/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,24644.0,44844.0,234.0,,22929.0,0.0,,7012.0,,51001.0
3163,32,11500,341.3324232081912,180.0,12386.0,4350.67,610511.83,164.18,23038.18,26104,3663071,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4593,08/03/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1874357.0,,116.94,,22266.0,4926.0,,,14867.0,
3164,30,7395,724.0581518687216,360.0,1906.0,22717.62,341031.38,853.24,12808.69,181741,2728251,213,Westfield Arkadia,Poland,6.0,77325.5,store_372,14/06/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,9260927.0,1329291.0,737.8,,73607.0,5589.0,,2336.0,,
3165,17,4430,1969.9051809148143,1680.0,5703.0,2381.23,450659.0,84.58,16007.01,30956,5858567,366,Westfield Rosny 2,France,15.0,98221.7,store_1038,01/08/2008,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,1365324.0,,119.0,,32943.0,2701.0,,,6542.0,
3166,22,6660,564.6993524514338,300.0,4376.0,3632.83,571967.08,128.22,20187.07,43594,6863605,340,Westfield Euralille,France,26.0,58389.7,store_1387,21/09/1994,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,,250481.0,169.0,,,0.0,1122.0,8467.0,,
3167,15,471,2622.0975895670013,2760.0,5551.0,5752.08,157659.08,204.87,5615.25,74777,2049568,365,Westfield Parly 2,France,12.0,108792.5,store_2003,10/01/2019,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Crepes,9290813.0,302487.0,172.0,,83.0,3246.0,,,1328.0,
3168,7,56,526.7872481735666,240.0,5941.0,8788.78,557249.89,315.14,19981.07,79099,5015249,251,Westfield Vélizy 2,France,14.0,104280.1,store_1334,18/11/2010,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,656328.01,73819.0,177.0,,158928.0,4251.0,8435.0,,,101522.0
3169,25,6326,2101.5851330989453,1440.0,11516.0,7025.83,334716.17,281.03,13388.65,42155,2008297,150,Westfield Parquesur,Spain,61.0,91858.1,store_4187,05/08/2020,10/06/2024,Food & Beverage Services,Service to table restaurants,Latino-American - Service to table restaurants,2539342.0,607221.0,0.0,,,6059.0,374.0,,,
3170,25,6326,2101.5851330989453,1440.0,11516.0,5489.67,249510.67,310.74,14123.25,16469,748532,53,Westfield Parquesur,Spain,61.0,91858.1,store_4187,05/08/2020,10/06/2024,Food & Beverage Services,Service to table restaurants,Latino-American - Service to table restaurants,2539342.0,607221.0,0.0,,,6059.0,374.0,,,
3171,26,6528,239.56011831459253,120.0,11322.0,11604.46,398506.92,412.18,14154.62,150858,5180590,366,Westfield La Maquinista,Spain,64.0,73650.1,store_4140,01/04/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,13468991.0,13069.0,154.02,,20057.0,0.0,,,,
3172,28,5840,3030.0049872547934,2820.0,9854.0,9616.92,813870.62,341.58,28907.97,125020,10580318,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3308,12/11/2015,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Pub & Sports bar,,,6904.0,,,0.0,1426.0,7646.0,,
3173,36,1105,407.5112982744454,240.0,7090.0,107535.5,641434.25,4434.45,26450.9,430142,2565737,97,Westfield CentrO,Germany,35.0,139180.0,store_98,13/11/2014,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,,746.0,,18330.0,0.0,,7353.0,,
3174,36,1179,291.64893933091685,180.0,7278.0,20631.0,575415.25,850.76,23728.46,82524,2301661,97,Westfield CentrO,Germany,35.0,139180.0,store_2049,08/12/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,585938.47,105449.0,232.0,,92.0,5796.0,1829.0,,,
3175,14,5230,4840.6344998027525,6180.0,5017.0,92832.31,613591.08,3297.32,21794.22,1206820,7976684,366,Westfield La Part Dieu,France,17.0,141267.4,store_1544,17/09/2021,2099-01-01 00:00:00,Entertainment,Entertainment,Cinemas,2914379.0,,13614.0,11858.0,13026.0,6278.0,,13141.0,,
3176,18,11236,496.2462965348448,420.0,9354.0,36189.75,310300.75,1879.99,16119.52,144759,1241203,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3100,01/02/2021,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,1598985.0,62712.0,905.0,,6394.0,0.0,1420.0,113078.0,,
3177,18,11136,245.39429745697404,180.0,9342.0,9405.25,346177.75,488.58,17983.26,37621,1384711,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3166,11/03/2021,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,26659907.0,-45079.0,86.0,,,4287.0,11369.0,479.0,,
3178,33,6744,1521.954587296717,1020.0,1920.0,1139.0,420115.73,39.4,14532.31,12529,4621273,318,Westfield Mokotow,Poland,5.0,65330.2,store_57,03/12/2007,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,1507579.75,7523675.0,77.6,,230.0,818.0,,,,
3179,25,6185,1962.981870229008,1380.0,11526.0,3194.67,943791.33,123.66,36533.86,19168,5662748,155,Westfield Parquesur,Spain,61.0,91858.1,store_3825,29/01/2021,15/06/2024,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",907242.0,2357577.0,0.0,,,3218.0,,11383.0,,
3180,32,13576,1463.763389483977,780.0,12391.0,294126.0,3724713.5,11169.34,141444.82,1764756,22348281,158,Westfield Stratford City,United Kingdom,68.0,162896.4,store_63,25/05/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,731369.14,220518.0,5427.3,,2289.0,0.0,,,,
3181,36,13811,878.2034761657319,540.0,7184.0,240290.0,1655528.5,9908.87,68269.22,961160,6622114,97,Westfield CentrO,Germany,35.0,139180.0,store_63,01/06/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,6123419.0,570913.0,3358.0,,,0.0,4566.0,,3805.0,
3182,7,4916,2864.6031342651418,2640.0,6016.0,24633.67,525717.78,883.28,18850.44,221703,4731460,251,Westfield Vélizy 2,France,14.0,104280.1,store_1340,29/05/2019,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,,1430601.0,598.0,,45480.0,0.0,,12262.0,2245.0,121736.0
3183,10,4561,1623.903086037669,1020.0,1205.0,9982.31,257125.54,354.56,9132.87,129770,3342632,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_678,05/03/2017,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,3166389.63,396818.0,85.7,,46888.0,0.0,,19007.0,,
3184,14,5096,375.4536892237703,180.0,5035.0,19738.54,865964.08,701.1,30758.29,256601,11257533,366,Westfield La Part Dieu,France,17.0,141267.4,store_803,17/06/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,3041347.0,112.0,,12679.0,7550.0,,28297.0,,
3185,26,6379,756.1255395796493,360.0,11170.0,68865.77,804853.62,2446.05,28587.7,895255,10463097,366,Westfield La Maquinista,Spain,64.0,73650.1,store_193,01/09/2013,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,1615906.0,1670.05,,21929.0,0.0,2721.0,,,
3186,36,1287,590.8746814164091,480.0,7267.0,110195.5,577438.5,4544.14,23811.9,440782,2309754,97,Westfield CentrO,Germany,35.0,139180.0,store_66,22/09/2022,2099-01-01 00:00:00,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,,36585.0,780.0,,,3957.0,,54114.0,,
3187,25,6194,462.9306555548815,240.0,11377.0,34391.54,972728.0,1221.56,34550.45,447090,12645464,366,Westfield Parquesur,Spain,61.0,91858.1,store_1294,01/01/2007,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,405667.0,3728181.0,342.0,,92.0,0.0,,,1022.0,44007.0
3188,19,7086,374.2932587760174,240.0,677.0,2999.36,442510.09,112.6,16613.01,32993,4867611,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_244,23/09/2022,2099-01-01 00:00:00,Food & Beverage Services,Gourmet Food Products,Wines and spirits,,582631.0,77.0,,,0.0,10149.0,2592.0,,179161.0
3189,23,6105,350.5021520803444,180.0,10146.0,2008.54,344682.54,71.34,12242.82,26111,4480873,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3723,01/04/2015,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,,,15.0,,,4310.0,,,20894.0,83384.0
3190,16,1772,318.01877400085334,180.0,5100.0,4416.85,416076.54,156.88,14778.67,57419,5408995,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_2032,02/05/2000,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,,62954.0,176.0,,25459.0,370.0,2011.0,,,426.0
3191,22,6674,422.2274614147504,180.0,4505.0,19073.92,851096.92,673.2,30038.71,228887,10213163,340,Westfield Euralille,France,26.0,58389.7,store_1913,05/11/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,36310283.0,31597.0,208.0,,23749.0,16215.0,,,,
3192,26,6519,2330.546780072904,2340.0,11282.0,8557.92,251827.0,303.97,8944.67,111253,3273751,366,Westfield La Maquinista,Spain,64.0,73650.1,store_4127,29/04/2021,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,3179539.0,181232.0,228.0,,3568.0,0.0,2201.0,,2880.0,108049.0
3193,18,11150,1392.2635050513484,600.0,9343.0,7477.0,462261.75,388.42,24013.6,29908,1849047,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3287,18/01/2021,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2956849.0,,210.0,,35978.0,0.0,,64.0,,
3194,19,7002,406.4343227977407,240.0,694.0,22052.64,372129.55,827.91,13970.73,242579,4093425,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_148,02/03/2023,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,0.0,423441.0,492.0,,24839.0,0.0,5208.0,,,
3195,23,6070,422.0600557493616,300.0,10184.0,9059.38,717593.69,321.78,25488.3,117772,9328718,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_145,01/03/2018,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,506154.47,835596.0,178.0,,42075.0,11198.0,,,,
3196,13,7722,2803.6052875305213,2880.0,45.0,7327.2,202507.3,264.52,7310.73,73272,2025073,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_44,01/10/2006,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,668383.0,87521.0,255.0,,8692.0,0.0,,3327.0,,
3197,10,4642,309.5940822070762,120.0,1137.0,6183.23,486473.23,219.62,17279.1,80382,6324152,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_125,27/12/2011,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,1856131.0,300000.0,49.0,,38695.0,2721.0,,54269.0,,2421.0
3198,22,6683,247.25461035098155,120.0,4488.0,4169.2,356885.8,196.66,16834.24,20846,1784429,106,Westfield Euralille,France,26.0,58389.7,store_1566,02/10/2020,24/02/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,433244.69,434880.0,0.0,,25330.0,14578.0,,28916.0,,2920.0
3199,22,6683,247.25461035098155,120.0,4488.0,3629.0,212102.0,201.61,11783.44,3629,212102,18,Westfield Euralille,France,26.0,58389.7,store_1566,02/10/2020,24/02/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,433244.69,434880.0,0.0,,25330.0,14578.0,,28916.0,,2920.0
3200,22,6683,247.25461035098155,120.0,4527.0,4169.2,356885.8,196.66,16834.24,20846,1784429,106,Westfield Euralille,France,26.0,58389.7,store_325,27/09/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,6889115.0,394848.0,169.0,,21078.0,5810.0,,581.0,,
3201,22,6683,247.25461035098155,120.0,4527.0,3629.0,212102.0,201.61,11783.44,3629,212102,18,Westfield Euralille,France,26.0,58389.7,store_325,27/09/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,6889115.0,394848.0,169.0,,21078.0,5810.0,,581.0,,
3202,36,1211,1071.3531900771593,660.0,7140.0,11196.0,928502.25,471.41,39094.83,44784,3714009,95,Westfield CentrO,Germany,35.0,139180.0,store_2571,15/11/1997,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,2833547.0,431847.0,70.0,,20092.0,0.0,,,,8908.0
3203,7,6,704.8520869917601,240.0,5906.0,12110.44,465012.0,434.24,16673.74,108994,4185108,251,Westfield Vélizy 2,France,14.0,104280.1,store_1436,31/12/1980,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,133555700.0,540076.0,242.0,,40906.0,0.0,6136.0,1003.0,,
3204,32,11629,569.573624980187,240.0,12427.0,18558.0,1247584.6,754.39,50714.82,92790,6237923,123,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4265,12/09/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,312053.0,43307.0,248.2,,16518.0,3823.0,1606.0,,,
3205,12,2969,690.8696420011605,180.0,4662.0,25885.23,1478877.77,924.47,52817.06,336508,19225411,364,Westfield Forum Des Halles,France,19.0,74438.4,store_1526,06/12/2019,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Confectionery,21649.0,258967.0,91.0,,72150.0,0.0,6845.0,,,
3206,16,1829,389.7248537459898,240.0,5281.0,16800.31,1799806.38,596.73,63927.55,218404,23397483,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_280,29/11/2019,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",2099396.46,261270.0,44.0,,44109.0,0.0,,,,372.0
3207,26,6581,420.3980284368477,240.0,11242.0,16784.46,593735.15,596.17,21088.95,218198,7718557,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3952,01/03/2019,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,694323.0,123633.0,95.85,,,6711.0,,45188.0,,1370.0
3208,10,4610,695.9913952970848,480.0,1430.0,6156.23,486787.23,218.66,17290.26,80031,6328234,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_506,15/09/2022,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,3229008.0,113437.0,90.5,,88846.0,0.0,,,1834.0,
3209,32,11413,393.6392832995267,300.0,12169.0,43659.83,1690495.0,1668.53,64604.9,261959,10142970,157,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4533,12/12/2014,2099-01-01 00:00:00,Home,Furniture & Interior Design,General home furniture,12350904.0,156890.0,328.53,,13691.0,1474.0,1083.0,6957.0,,934.0
3210,33,6919,493.6343307422,300.0,2201.0,0.0,82636.5,0.0,2785.5,0,495819,178,Westfield Mokotow,Poland,5.0,65330.2,store_813,18/03/2023,25/08/2024,Fashion apparel,Men's Fashion,Men's Fashion,527356.06,263500.0,0.0,,,6053.0,,,8009.0,
3211,33,6919,493.6343307422,300.0,2201.0,5106.0,245221.0,333.0,15992.67,15318,735663,46,Westfield Mokotow,Poland,5.0,65330.2,store_813,18/03/2023,25/08/2024,Fashion apparel,Men's Fashion,Men's Fashion,527356.06,263500.0,0.0,,,6053.0,,,8009.0,
3212,12,2855,952.2735022377112,420.0,4657.0,71139.0,450478.15,2568.91,16267.27,924807,5856216,360,Westfield Forum Des Halles,France,19.0,74438.4,store_783,14/06/2019,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,34919660.0,,798.0,,47646.0,0.0,4735.0,,,
3213,14,4976,2420.173747923095,1140.0,5073.0,36816.7,1030934.4,1394.57,39050.55,368167,10309344,264,Westfield La Part Dieu,France,17.0,141267.4,store_287,16/12/2023,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,309205.57,405131.0,800.0,,7453.0,5614.0,,,,
3214,10,4505,447.6923076923077,240.0,1291.0,989.69,199564.77,35.15,7088.37,12866,2594342,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_705,11/10/2017,2099-01-01 00:00:00,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,615330.0,79614.0,59.1,,14449.0,0.0,,58977.0,,2252.0
3215,14,5221,2741.2714693321896,2700.0,5002.0,9151.31,619198.62,325.05,21993.39,118967,8049582,366,Westfield La Part Dieu,France,17.0,141267.4,store_2006,09/06/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,,162000.0,308.0,,2852.0,0.0,,101105.0,,2077.0
3216,23,5939,450.2422390113686,300.0,10292.0,27270.0,450452.92,968.61,15999.69,354510,5855888,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3478,23/09/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,5265991.0,194492.0,403.0,,30001.0,0.0,2724.0,,,
3217,15,464,2440.321751389004,1620.0,5583.0,2860.85,157854.0,101.89,5622.2,37191,2052102,365,Westfield Parly 2,France,12.0,108792.5,store_1363,02/12/2020,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",567050.39,141233.0,66.0,,,0.0,,,,812.0
3218,28,5724,467.9127149975888,120.0,9947.0,10640.57,816073.57,370.57,28420.47,74484,5712515,201,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_781,19/09/2019,31/07/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,46337.0,503431.0,0.0,,3149.0,0.0,,9437.0,1048.0,
3219,24,2275,724.099225338512,420.0,11074.0,40143.38,367241.0,1425.86,13044.08,521864,4774133,366,Westfield Glòries,Spain,62.0,35087.8,store_269,16/09/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,258532.0,219458.0,421.06,,,0.0,,53504.0,,
3220,24,2331,2780.035117461855,2820.0,11053.0,4012.85,173657.92,142.53,6168.18,52167,2257553,366,Westfield Glòries,Spain,62.0,35087.8,store_4086,01/08/2020,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Latino-American - Service to table restaurants,503077.0,144136.0,124.93,,323334.0,0.0,,,,
3221,25,6177,264.2600010404203,180.0,11435.0,10559.54,154117.92,375.07,5474.13,137274,2003533,366,Westfield Parquesur,Spain,61.0,91858.1,store_4167,04/07/2014,2099-01-01 00:00:00,Health & Beauty,Pharmacy,Pharmacy,465894.91,48768.0,217.99,,60805.0,0.0,,,,412.0
3222,7,4920,2761.801447591815,3120.0,6019.0,9839.67,907101.33,352.82,32525.55,88557,8163912,251,Westfield Vélizy 2,France,14.0,104280.1,store_2141,05/07/2019,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,,989074.0,500.0,,4895.0,12285.0,,,,99889.0
3223,15,433,645.7925186591883,420.0,5434.0,23672.23,487559.92,840.82,17317.7,307739,6338279,366,Westfield Parly 2,France,12.0,108792.5,store_1346,17/10/2010,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,95643235.0,,383.0,,10588.0,0.0,,475272.0,,
3224,28,5814,5183.291925465838,3990.0,10047.0,226.2,638901.4,9.27,26184.48,1131,3194507,122,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_177,13/09/2024,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,,,239.0,,75585.0,0.0,,,,
3225,7,4812,692.3433879687634,600.0,6085.0,24084.0,624146.29,878.06,22755.33,168588,4369024,192,Westfield Vélizy 2,France,14.0,104280.1,store_1421,04/07/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,,,541.0,,27112.0,0.0,9954.0,2384.0,,1085.0
3226,30,7333,421.7389896373057,180.0,1703.0,6342.73,1192309.45,238.12,44762.47,69770,13115404,293,Westfield Arkadia,Poland,6.0,77325.5,store_49,08/07/2014,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,1985374.64,122461.0,39.0,,25433.0,0.0,1010.0,14797.0,,32188.0
3227,30,7361,853.1487674002644,540.0,1660.0,2306.55,811542.82,86.59,30467.48,25372,8926971,293,Westfield Arkadia,Poland,6.0,77325.5,store_892,20/10/2004,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,1313877.0,348000.0,84.0,,32450.0,8090.0,,21740.0,149231.0,51931.0
